갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1998,신규,22.02~23.02,2022,파크뷰타워,필운동,"10,000",종로구,2,10,3,23.24, , ,285-5,11110,2
 ,2004,신규,22.03~24.03,2022,용비어천가,내수동,"23,500",종로구,2,0,8,33, , ,75,11110,11
 ,2004,신규,22.02~23.02,2022,광화문시대,내수동,"15,000",종로구,2,55,12,38.88, , ,74,11110,2
 ,2004,신규,22.02~23.02,2022,경희궁의 아침 2단지,내수동,500,종로구,2,85,21,25.51, , ,71,11110,9
 ,2004,신규,22.04~24.04,2022,경희궁의 아침 2단지,내수동,"25,000",종로구,2,0,28,32.43, , ,71,11110,13
 ,2020,신규,22.04~24.04,2022,디팰리스,신문로2가,"70,000",종로구,2,50,25,51.34, , ,171,11110,8
 ,2004,신규,22.02~23.02,2022,두산위브파빌리온,수송동,"1,000",종로구,2,90,21,35.22, , ,58,11110,6
 ,2004,신규,22.03~23.03,2022,BIZ-WELL 종로 오피스텔,익선동,"1,000",종로구,2,65,7,27.4, , ,34,11110,7
 ,2005,신규,22.02~23.02,2022,운현궁 에스케이 허브,경운동,"15,725",종로구,2,0,19,23.66, , ,89-4,11110,7
 ,2006,신규,22.02~24.02,2022,효성주얼리시티,인의동,"34,000",종로구,2,0,7,60.37, , ,48-2,11110,5
 ,2021,신규,22.02~23.02,2022,루비온오피스텔,인의동,"1,000",종로구,2,75,25,18.2, , ,28-26,11110,4
 ,2003,신규,22.02~23.02,2022,코윈 팔레스뷰 오피스텔,원남동,"1,000",종로구,2,60,3,21.01, , ,95,11110,5
 ,2003,신규,22.02~23.02,2022,코윈 팔레스뷰 오피스텔,원남동,"1,000",종로구,2,80,19,32.8, , ,95,11110,3
 ,2003, , ,2022,코윈 팔레스뷰 오피스텔,원남동,"1,000",종로구,2,80,19,32.8, , ,95,11110,3
 ,2003,신규,22.02~24.02,2022,반도 보라 아이비 타워,효제동,"1,000",종로구,2,72,10,30.7, , ,45,11110,5
 ,2003,갱신,22.02~23.02,2022,반도 보라 아이비 타워,효제동,"1,000",종로구,2,71,14,32.27,"1,000",68,45,11110,3
 ,2003,신규,22.02~23.02,2022,반도 보라 아이비 타워,효제동,"1,000",종로구,2,70,15,30.7, , ,45,11110,6
 ,2019,신규,22.02~23.02,2022,BS타워,효제동,"1,000",종로구,2,75,17,19.83, , ,193-1,11110,6
 ,2011,갱신,22.02~23.02,2022,CS타워,충신동,"15,000",종로구,2,0,11,29.56,"15,000", ,62-2,11110,4
 ,2021,신규,22.02~23.02,2022,(255-1),창신동,"1,000",종로구,2,65,5,17.8, , ,255-1,11110,8
 ,2021,신규,22.03~24.03,2022,(255-1),창신동,"24,300",종로구,2,0,25,15.59, , ,255-1,11110,10
 ,2021,신규,22.03~24.03,2022,(255-1),창신동,"24,300",종로구,2,0,28,15.59, , ,255-1,11110,10
 ,2013,신규,22.02~23.02,2022,버넷하임1,숭인동,500,종로구,2,60,4,25.27, , ,1421,11110,6
 ,2005,신규,22.02~23.02,2022,동양파라빌,숭인동,"1,000",종로구,2,60,4,27.09, , ,1388,11110,13
 ,2014,신규,22.02~24.02,2022,숭인한양LEEPS,숭인동,"11,000",종로구,2,0,5,17.07, , ,1421-2,11110,12
 ,2022,신규,22.02~24.02,2022,동대문 아이리스,숭인동,"19,000",종로구,2,0,6,19.67, , ,317-58,11110,3
 ,2022,신규,22.02~24.02,2022,동대문 아이리스,숭인동,"15,900",종로구,2,0,7,19.67, , ,317-58,11110,3
 ,2005,신규,22.02~23.02,2022,동양파라빌,숭인동,"1,000",종로구,2,55,7,24.93, , ,1388,11110,13
 ,2022,신규,22.02~24.02,2022,동대문 아이리스,숭인동,"16,600",종로구,2,0,7,19.67, , ,317-58,11110,4
 ,2022,신규,22.03~24.03,2022,동대문 아이리스,숭인동,"17,000",종로구,2,0,7,19.67, , ,317-58,11110,5
 ,2012,신규,22.03~23.03,2022,삼전솔하임2차,숭인동,"1,000",종로구,2,50,7,19.18, , ,296-19,11110,3
 ,2012,신규,22.03~23.03,2022,삼전솔하임2차,숭인동,500,종로구,2,55,7,21.12, , ,296-19,11110,3
 ,2014, , ,2022,숭인한양LEEPS,숭인동,500,종로구,2,58,7,17.07, , ,1421-2,11110,16
 ,2005,신규,22.02~24.02,2022,동양파라빌,숭인동,"12,500",종로구,2,0,8,24.93, , ,1388,11110,5
 ,2020,신규,22.02~24.02,2022,블루카운티 숭인Ⅰ,숭인동,"25,000",종로구,2,0,8,26.97, , ,217-16,11110,6
 ,2005,신규,22.02~23.02,2022,동양파라빌,숭인동,"1,000",종로구,2,60,9,27.09, , ,1388,11110,6
 ,2020,신규,22.02~23.02,2022,블루카운티 숭인Ⅰ,숭인동,"3,000",종로구,2,75,9,26.88, , ,217-16,11110,9
 ,2022,신규,22.02~24.02,2022,동대문 아이리스,숭인동,"16,800",종로구,2,0,10,19.67, , ,317-58,11110,8
 ,2022,신규,22.02~24.02,2022,동대문 아이리스,숭인동,"19,500",종로구,2,0,10,19.67, , ,317-58,11110,4
 ,2016, , ,2022,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,2,63,10,21.59, , ,1396,11110,17
 ,2014,신규,22.02~24.02,2022,삼전솔하임4차,숭인동,"1,000",종로구,2,50,10,19.17, , ,318-2,11110,5
 ,2022,신규,23.03~23.09,2022,한라 운종가,숭인동,"1,000",종로구,2,100,10,21.14, , ,1425,11110,10
 ,2003, , ,2022,(317-35),숭인동,"4,500",종로구,2,0,11,13.86, , ,317-35,11110,4
 ,2005,신규,22.02~23.02,2022,동양파라빌,숭인동,"1,000",종로구,2,55,11,24.93, , ,1388,11110,6
 ,2005,신규,22.03~23.03,2022,동양파라빌,숭인동,500,종로구,2,60,11,24.93, , ,1388,11110,7
 ,2020,신규,22.03~23.03,2022,헤스티아,숭인동,"2,000",종로구,2,46,11,15.47, , ,317-48,11110,8
 ,2022,신규,22.02~24.02,2022,동대문 아이리스,숭인동,"17,300",종로구,2,0,11,19.67, , ,317-58,11110,7
 ,2014,신규,22.03~23.03,2022,숭인한양LEEPS,숭인동,"1,000",종로구,2,50,12,17.07, , ,1421-2,11110,15
 ,2005, , ,2022,경일오피스텔,숭인동,"3,000",종로구,2,38,12,20.14, , ,1367,11110,8
 ,2021,신규,22.02~24.02,2022,숭인한성아펠시티,숭인동,"27,000",종로구,2,0,12,22.28, , ,1368,11110,10
 ,2016,신규,22.02~23.02,2022,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,2,63,12,21.62, , ,1396,11110,6
 ,2020,갱신,22.02~23.02,2022,(317-29),숭인동,"1,000",종로구,2,75,14,19.96,"1,000",75,317-29,11110,8
 ,2020,신규,22.02~24.02,2022,헤스티아,숭인동,"13,000",종로구,2,0,14,13.12, , ,317-48,11110,15
 ,2004,신규,22.03~24.03,2022,롯데캐슬 천지인,숭인동,"26,500",종로구,2,0,14,63.85, , ,76,11110,15
 ,2016,신규,22.02~23.02,2022,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,2,63,14,21.36, , ,1396,11110,10
 ,2005,신규,22.03~23.03,2022,경일오피스텔,숭인동,"1,000",종로구,2,45,14,18.82, , ,1367,11110,11
 ,2004,신규,22.03~24.03,2022,롯데캐슬 천지인,숭인동,"2,000",종로구,2,70,15,39.6, , ,76,11110,18
 ,2002,신규,22.02~23.02,2022,수석컴비즈텔,숭인동,"1,000",종로구,2,50,15,41.16, , ,55-6,11110,7
 ,2013, ,22.02~24.02,2022,버넷하임1,숭인동,500,종로구,2,58,15,24.77, , ,1421,11110,11
 ,2005,신규,22.02~23.02,2022,동양파라빌,숭인동,"1,000",종로구,2,55,15,24.93, , ,1388,11110,7
 ,2020,신규,22.03~23.03,2022,헤스티아,숭인동,500,종로구,2,60,17,15.47, , ,317-48,11110,7
 ,2022,신규,22.02~24.02,2022,동대문 아이리스,숭인동,"17,300",종로구,2,0,17,19.67, , ,317-58,11110,10
 ,2005,신규,22.03~23.03,2022,동양파라빌,숭인동,"1,000",종로구,2,60,17,27.09, , ,1388,11110,12
 ,2022,신규,22.02~24.02,2022,동대문 아이리스,숭인동,"27,700",종로구,2,0,18,25.34, , ,317-58,11110,7
 ,2021,신규,22.02~23.02,2022,숭인한성아펠시티,숭인동,"2,000",종로구,2,85,18,21.45, , ,1368,11110,11
 ,2005, , ,2022,경일오피스텔,숭인동,"3,000",종로구,2,45,19,25.68, , ,1367,11110,8
 ,2012,신규,22.02~23.02,2022,삼전솔하임2차,숭인동,"1,000",종로구,2,50,19,18.87, , ,296-19,11110,3
 ,2020,신규,22.02~23.02,2022,헤스티아,숭인동,500,종로구,2,52,19,13.12, , ,317-48,11110,8
 ,2019,신규,22.03~23.03,2022,케이디오피스텔,숭인동,"2,000",종로구,2,60,21,18.56, , ,217-26,11110,3
 ,2014,신규,22.02~23.02,2022,숭인한양LEEPS,숭인동,500,종로구,2,55,21,17.07, , ,1421-2,11110,17
 ,2022, , ,2022,동대문 아이리스,숭인동,"16,600",종로구,2,0,21,19.67, , ,317-58,11110,4
 ,2002,신규,22.03~24.03,2022,수석컴비즈텔,숭인동,500,종로구,2,50,21,30.12, , ,55-6,11110,7
 ,2022,신규,22.02~24.02,2022,동대문 아이리스,숭인동,"5,000",종로구,2,110,21,29.37, , ,317-58,11110,8
