갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1999,신규,22.09~23.09,2022,통인동,"1,500",효자,8,65,22,43.31, , ,5-1,11110,3
 ,2008,갱신,22.09~24.09,2022,사직동,"128,000",광화문스페이스본(101동~105동),8,0,6,146.92,"110,000", ,9,11110,5
 ,2008,갱신,22.08~24.08,2022,사직동,"70,000",광화문스페이스본(101동~105동),8,100,6,97.61,"70,000", ,9,11110,4
사용,2008,갱신,22.09~24.09,2022,사직동,"30,000",광화문스페이스본(101동~105동),8,162,17,94.51,"30,000",150,9,11110,13
 ,2008,갱신,22.08~24.01,2022,사직동,"80,000",광화문스페이스본(101동~105동),8,60,20,121.37,"60,000",60,9,11110,1
 ,2008, , ,2022,사직동,"86,100",광화문스페이스본(101동~105동),8,0,24,97.61, , ,9,11110,1
 ,2008,신규,22.09~24.09,2022,사직동,"20,000",광화문스페이스본(101동~105동),8,150,24,68.18, , ,9,11110,14
사용,2008,갱신,22.10~24.10,2022,사직동,"86,100",광화문스페이스본(101동~105동),8,0,24,97.61,"82,000", ,9,11110,1
사용,1994,갱신,22.09~24.09,2022,내수동,"48,000",세종로대우,8,0,17,66.96,"46,000", ,167,11110,14
 ,2004,신규,22.08~24.08,2022,내수동,"115,000",경희궁의아침4단지,8,0,22,124.17, , ,73,11110,13
 ,2004,신규,22.09~24.09,2022,내수동,"20,000",경희궁의아침3단지,8,410,25,150.48, , ,72,11110,9
 ,2004,갱신,22.10~24.10,2022,내수동,"95,000",경희궁의아침3단지,8,50,27,150.48,"80,000",50,72,11110,16
 ,2003,신규,22.08~24.08,2022,익선동,"1,000",현대뜨레비앙,8,100,1,48.54, , ,55,11110,7
 ,1998,신규,22.09~24.09,2022,익선동,"10,000",운현신화타워,8,120,2,57.18, , ,30-6,11110,6
 ,2003,신규,22.08~24.08,2022,익선동,"30,000",현대뜨레비앙,8,0,3,48.54, , ,55,11110,5
